"ratingDate","partial_entry"
"Diulas pada 11 Mei 2015","peninggalan sejarah yang syarat kisah- kisah penjajahan Belanda. Banyak yang bilang kalau masuk ke sini pasti penuh nuansa mistis. Gedung ini baru direnov PT KAI sehingga lebih terawat dan kelihatan sangat rapih. Harus kesini, yang bernyali cukup besar boleh coba turun ke BAsement dan mencoba alat pemenggal kepala di masa penjajahan. Bagi yang tidak kuat cerita2 sadis dan mistis, boleh foto2 di gedung saja"
"Diulas pada 7 Mei 2015","Gedung nya sangat terawat & bersih, tourguide nya juga berpakaian ala Mener Belanda. Jika masuk ke sna, harus & wajib mencoba masuk ke dalam Bunker bawah tanah nya. Biaya tiket masuk ke Bunker hanya sebesar Rp. 10.000,- kita akan dipinjami sepatu boots. Kesan angker & bikin bulu kuduk merinding akan di dapat di dalamnya. Harus mencoba sendiri"
"Diulas pada 2 Mei 2015","Agak sore kegedung bersejarah ini lumayan adem... keindahan gedung ini membawa pikiran sedang berada dizaman belanda.. mendengar cerita tentang penjara bawah tanahnya mengingatkan betapa kejamnya penjajah dahulu"
"",""
"Diulas pada 28 April 2015","Beberapa tahun yang lalu, saya bersama keluarga berkunjung ke Lawang Sewu..pada saat itu masih terasa kesan mistisnya. Namun di bulan April ini saat saya mengulang kembali ke Lawang Sewu, beberapa ruangan sudah dipugar dan dipakai untuk acara-acara pernikahan dan lain-lain, suasananya juga sudah ramai..sehingga tidak ada lagi kesan mistis di gedung ini. Padahal anak-anak saya waktu berkunjung dulu sangat terkesan dengan mistisnya. Mungkin jika anda berniat ke gedung ini dan ingin merasakan suasana mistis, datanglah di malam hari."
"Diulas pada 21 April 2015","Tidak banyak yang berubah dari Gedung ini dalam beberapa tahun terakhir setelah direnovasi. Cocok dilihat untuk spot foto bila berkunjung ke Semarang, karena memang Gedung ini kelihatan megah jika diolah dengan baik aspek fotografisnya. Lokasi strategis di sudut tugumuda. Namun yang menyulitkan adalah akses parkir mobil, jika berkunjung di saat liburan. Selebihnya...... Memory is priceless"
"Diulas pada 15 April 2015","Saya tiba di Semarang pada malam hari untuk melanjutkan perjalanan bisnis ke Jepara. Karena beberapa kali ke Semarang tapi belum sempat mampir ke Lawang Sewu, akhirnya saya dan rekan memutuskan untuk mengunjungi Lawang Sewu pada malam tersebut. Memang agak nekat sih.. hahaha..Kami ditemani oleh seorang guide yang sangat informatif. Ini adalah pengalaman ternekat saya, mendatangi gedung bekas stasiun kereta yang juga merupakan gedung bekas tempat pembantaian. Tempat yang pertama kali dikunjungi adalah toilet di sebelah kanan gedung, walaupun di bangun sejak zaman Belanda kondisi toilet tersebut masih bagus. Naik ke lantai atas, dan tempat yang sangat seram menurut saya adalah Ruang Dansa.. Karena mendengar namanya saja  sudah seram. Tapi untungnya selama di Lawang Sewu semua nya ""normal"", dan saya tidak menemukan hal-hal yang aneh.Bila ingin mengunjungi Lawang Sewu disarankan mengunjungi nya di malam hari, agar adrenaline lebih terpacu ;p"
"Diulas pada 15 April 2015","Namanya Lawang sewu, jadi banyak lawang (pintu/jendela), tapi apa benar jumlahnya seribu, saya tidak pasti. hehehe Gedung ini terkenal karena keangkerannya, dan waktu kami masuk ke gedung ini memang terlihat besar dan kosong, ada beberapa wisatawan juga mencoba masuk kedalam gedung bagian bawah. Menurut pemandu wisata gedung bagian bawah untuk penyiksaan pada jaman penjajahan Jepang.Suasana gedung sejuk dan banyak agin, walaupun tidak ada AC tapi terasa sejuk."
"Diulas pada 10 April 2015","Lawang Sewu sangat terkenal karena kesan mistis, berkunjunglah pada malam hari. Sewa 1 orang tour guide (Rp.30.000) dan Anda akan mengetahui sejarah lawang sewu"
"Diulas pada 9 April 2015","Kurang afdol kalau ke Semarang belum ke Lawang Sewu. Bersyukur Belanda membangunnya dengan kokoh, dan perbaikan dilakukan di berbagai lini. Pastikan bawa kamera, karena banyak spot yang menarik untuk dipotret, termasuk untuk narsis. Lawang Sewu hanya bangunan menarik kalau nggak ada pemandu wisata. Jadi, pemandu itu wajib banget.Saya mengunjungi Lawang Sewu siang hari, menjelajah lantai teratas sampai gorong-gorong drainase bawah tanah. Drainase ini yang paling seru. Selain gelap, dipenuhi air, apalagi kalau musim hujan. Tidak disarankan bagi penakut, penderita fobia gelap, dan fobia ruang sempit.Yang nggak asik dari Lawang Sewu adalah tempat parkir mobil. Mobil harus diparkir di jalan kecil samping gedung. Agak PR jalannya ke pintu masuk Lawang Sewu.Selain itu, toiletnya juga nggak asik. Kotor, dan becek. Eyuh.."
"",""
"Diulas pada 8 April 2015","Siang itu di kota semarang suasana ramai hilir mudik kendaraan melintas,gedung lawang sewu berdiri kokoh.Bersama gadisku berjalan memasuki tiap pintu ke pintu,di tiap ruangan terdapat gambar- gambar perjalanan sejarah dari tahun yang telah berlalu.Tetapi kami tidak masuk di ruang bawah tanah yang pengap."
"Diulas pada 8 April 2015","Saya kesana saat senja, gedungnya indah sekali, pemandangannya indah, meskipun gelap, dan masih ada renovasian, tapi terlihat keindahan bangunan ini. Pada malam hari cahaya lampu semakin menambah indah dan suasana romantis dari luar gedung. Di dalam gedungaura dingin gedung lama yang dinilai mistis terasa, hal ini semakin menambah nilai plus untuk menguji andrenalin kita, apalagi kalau pergi seorang diri."
"Diulas pada 7 April 2015","Kota Semarang terkenal dengan Gedung Lawang Sewu yang sebenarnya dulunya merupakan stasiun Kereta Api pada jaman Belanda. Namun bangunan tersebut sekarang menjadi salah satu obyek wisata ""Kota Semarang Tempo Dulu"". Bangunan yang dulunya angker sekarang kelihatan terawat, megah, dan indah. Tempat berfoto selfie juga. Di sekitar bangunan tersebut juga merupakan pusat oleh-oleh khas Semarang"
"Diulas pada 6 April 2015","Sedang ada renovasi tetapi pengunjung bebas berkeliaran dibawah scafolding yang cukup membahayakan..Parkir kendaraan sepertinya tidak masuk prioritas pengelola tempat sebab semua pengunjung harus parkir di gang sempit disebelah gedung yang dari sisi keamanan tidak mendukung begitu juga kenyamanan sebab banyak bak sampah...apalagi kalau hujan..."
"Diulas pada 6 April 2015","kami berkeliling dengan ditemani seorang pemandu (bayar Rp 30rb), serasa anak sekolah yg belajar sejarah, kemana"" membuntuti pemandu manggut"" mendengarkan, sesekali berfoto di spot"" yg sudah diaturkan sama pemandu (pemandu sekaligus tukang foto gratis haha). menarik sekali ceritanya, ada sejarah, mistis"" nya. anak"" kecil sangat senang. oya kami datang saat siang hari, bukan sore ataupun malam :)"
"Diulas pada 5 April 2015","Salah satu bangunan bersejarah peninggalan Belanda di Kota Semarang.. Terkenal angker sehingga termasuk dalam salah satu bangunan terangker di dunia.."
"",""
"Diulas pada 28 Maret 2015","Awalnya saya tidak berniat untuk mengunjungi Lawang Sewu malam hari. Namun karena urusan bisnis baru selesai sore, dan tidak ada waktu lagi akhirnya saya mendatanginya malam hari. Nyatanya, menikmati kemisteriusan Lawang Sewu memang cocok di malam hari. Buat saya ini adalah pengalaman nekat, mendatangi gedung bekas stasiun kereta apa yang juga menjadi tempat pembantaian banyak warga Belanda. Beruntung saya mendapat guide yang super informatif dan juga misterius haha, jadi makin bikin wisata kali itu penuh penuh dag dig dug. Dibeberapa tempat mas guide sengaja mematikan senter. Bayangkan gelap gulita di ruang-ruang dalam Lawang Sewu. Untung masih ada teman yang bisa saya pegang dan cubit-cubit untuk mengurangi ketakutan. Memang tak terelakkan bahwa bangunan ini menyimpan aura aneh yang sangat misterius. Saya juga sempat menyoba ruang bawah tanah yang baru mulai turun tangga saja sudah bikin jantung deg-deg an. Sisanyaa,,,coba saja sendiri."
"Diulas pada 27 Maret 2015","Gedung Lawang Sewu yang terjemahan bebasnya Gedung Pintu Seribu, adalah sebuah gedung bangunan kuno yang pada awalnya menjadi kantor di era penjajahan Belanda maupun Jepang. Dikenal angker karena saat penjajahan Jepang sempat menjadi tempat tahanan. Perlu nyali yang besar bila ingin menyaksikan isi Gedung ini di malam hari."
"Diulas pada 25 Maret 2015","Bangunan yang bersejarah di Semarang ini kedepannya perlu dirawat dengan lebih baik. Mudah dicapai karena berada dipusat kota dan terkenal. Sayang waktu berkunjung masih dalam perawatan sehingga cat tembok masih jelek."
"Diulas pada 22 Maret 2015","Lawang sewu dapat dikatan sebagai landmarknya kota Semarang.Berada di pusat kota, sehingga tidak sulit mencapainya. Selain itu, tidak jauh dari Lawang Sewu juga terdapat pusat oleh-oleh Semarang. Jadi bisa sekalian wisata dan belanja oleh-oleh deh :)"
"Diulas pada 19 Maret 2015","Semarang, 29 April 2011Berawal dari rasa penasaran kepada gedung tua dan megah yang terdapat di  Jalan Pemuda, Komplek Tugu Muda, Semarang, Jawa Tengah 13220, Indonesia. Berasal dari serita cerita rakyat yang menggembor-gemborkan betapa 'horor'nya gedung itu saat malam, dengan 'penampakannya' yang tua dan kuno memang membawa hawa mistis kepada siapa saja yang memasuki gedung itu saat malam hari. Namun, dibalik cerita-cerita mistis dari masyarakat tentang penampakan-penampakan sosok misterius yang ada di gedung Lawang Sewu, ternyata gedung kuno yang telah berumur ratusan tahun itu menyimpan sejarah yang harus kita tahui. Nah, dari perjalanan malam itulah saya dan teman-teman mencoba memuaskan rasa ingin tahu itu.Kurang lebih pukul 19.00 saya dan teman-teman berangkat dari kos (Sekaran, Gunungpati, Semarang) karena kita kuliah di UNNES. Kira-kira membutuhkan waktu sekitar 15-30 menit untuk sampai ke Lawang Sewu. Sesampainya di sana ada beberapa administrasi (biaya :D) yang harus kita keluarkan, untuk bayar parkir kendaraan (Rp 2000), tiket masuk (maaf lupa nominalnya, tidak lebih dari Rp 10000 per orang) dan disarankan banget untuk menggunakan jasa guide (pemandu) supaya kita juga dapet cerita, fakta dan mitosnya dari gedung kuno ini.Saat masuk gedung itu, memang terasa brrrrr dinginn banget, secara pas kita berangkat malem itu sempet kehujanan, jadiii hee ^_^ duingiiinnn rek... :DYap, memang hawa mistis langsung masuk dalam pikiranku, setelah memasuki gedung itu yang memang memiliki banyak pintu, tidak heran kenapa gedung itu dinamai Lawang Sewu yang dalam bahasa Indonesia diartika 'Pintu Seribu'.Dari apa yang disampaikan oleh guide, bahwasanya Lawang Sewu ini dulunya adalah sebuah gedung yang dibangun oleh Belanda yang difungsikan sebagai kantor perkereta apian pertama di Jawa Tengah.Semula gedung ini untuk kantor pusat perusahaan kereta api (trem) penjajah Belanda atau Nederlandsch Indishe Spoorweg Naatschappij (NIS). Gedung tiga lantai bergaya art deco (1850-1940) ini karya arsitek Belanda ternama, Prof Jacob F Klinkhamer dan BJ Queendag. (Sumber: seputarsemarang.com)Namun, sepeninggal Belanda, gedung itu diambil alih oleh Jepang menjadi markas tentara Jepang. Nah dari situlah terdapat mulai diceritakan hal-hal yang menyeramkan, mulai dari tempat yang biasa digunakan oleh Jepang sebagai penjara dan penyiksaan tahanan tentara Indonesia yaitu pada ruang bawah tanah. (Sumber: Cerita Guide)Rasanya membayangkan situasi saat itu, merinding jadinya. Kami juga sempat ditunjukkan ruang bawah tanah, namun karena baru saja hujan jadinya ruang bawah tanah tergenang air, sehingga kami tidak bisa ikut menjelajah ruang bawah tanah.Selanjutnya kami ditunjukkan tempat-tempat menarik lainnya, seperti tempat yang pernah digunakan untuk syuting film Ayat-Ayat Cinta, hmmm siapa sih yang gak tahu film itu, akhitnya kami tertarik untuk berfoto di sana. Selain film Ayat-Ayat Cinta ada banyak lagi film yang dibuat di Gedung Lawang Sewu terutama film-film horor. Dan tahukah, bahwa desas-desus cerita horor yang berkembang di masyarakat tidak semuanya benar. Dan cerita-cerita horor itu dibangun sendiri oleh skenario cerita film yang dibuat. Sayangnya cerita-cerita horor yang banyak berkembang di masyarakat justru lebih 'booming' ketimbang sejarah dari Gedung Lawang Sewu. Hal tersebut yang menjadikannya memiliki 'image' sebagai gedung tua yang horor.Jadi, dari perjalanan malam itu, dari Gedung Lawang Sewu ada cerita yang dibangun oleh masyarakat, ada sejarah yang harus kita tahu dan kita jaga, serta misteri yang biarlah gedung itu menjadi saksi bisu atas apa saja yang telah terjadi di dalam gedung tersebut.Selain semua hal itu, menikmati keindahan arsitektur kuno tidak cukup hanya melihat-lihat saja. Ambil foto secukupnya, hmmm tidak tidak, sebanyaknya :D...enjoy it.Nah, traveler, kita juga harus bisa melihat sesuatu dari banyak sudut pandang, tidak hanya dari cerita yang berkembang di masyarakat, namun kita juga harus tahu nilai-nilai sejarah yang terkandung di dalamnya."
"Diulas pada 13 Maret 2015","sangat bagus untuk wisata malam, karena sangat spooky, yang menyebalkan adalah harus membayar utk guide, sebaiknya sih tiket sudah plus guide yah"
"",""
"Diulas pada 11 Maret 2015","lawang sewu = seribu pintu. gedung arsitektur lama yang sudah jadi tempat wisata dengan tiket masuk Rp10.000. gedung tua identik dengan cerita mistis"
"Diulas pada 9 Maret 2015","Saat Matahari masih menghangat merayapi kulit tangan dan wajah, rombongan wisata yang saya ikut memasuki pelataran Gedung Lawang Sewu.  Sisi kanan gedung berdiri dengan gagahnya Lokomotif kereta api yang masih terawat sejak masa penjajahan Belanda dahulu.Gedung Lawang Sewu ini terletak di sisi timur Tugu Muda Semarang atau di sudut jalan Pandanaran dan Jalan Pemuda. Gedung bangunan kuno peninggalan jaman Belanda ini di bangun tahun 1904. Semula gedung ini merupakan kantor pusat perusahaan kereta api (trem) penjajahan Belanda (Nederlandsch Indishe Spoorweg Naatschappij /NIS). Gedung lantai 3 bergaya art deco (1950-1940) dengan gaya arsitek Belanda. Disebut lawang sewu bukan karena memiliki lawang (pintu) sebanyak seribu, namun selain pintu dan banyak jendela tinggi dan lebar oleh masyarakat sering dianggap sebagai pintu karena tingginya juga hampir sama dengan tinggi dan lebar daun pintu.Bangunan gedung memiliki dua sayap membentang ke bagian kanan dan kiri. Saat saya memasuki bangunan utama saya dapati tangga menuju lantai dua, yang ada kaca besar bergambar dua wanita muda Belanda terbuat dari gelas. Eksotik banget dan ada aura lain yang terasa. Hampir seluruh bangunan mengadaptasi gaya arsitektur Belanda. Di Tengah terdapat taman yang lumayan luas ada pohon besar dengan latar belakang bangunan memanjang ke kiri dan kanan. Di lantai basmant gedung terdapat ruangan yang dulu dipergunakan sebagai tempat menyekap tahanan di bawah tanah. Konon sering terjadi hal-hal ganjil dan bagi pengunjung yang memiliki indera keenam bisa merasakan bahkan sekali-kali bisa melihat kejadian-kejadian yang tidak kasat mata.Lawang Sewu di Buka dari pukul 07.00-21.00 WIB. Dengan besaran tiket untuk dewasan Rp. 10.000, Anak-anak (1-12 tahun) Rp. 5.000 sedangkan untuk pelajar Rp. 5.000. Berkunjung di Semarang jangan lewatkan ""Gedung Lawang Sewu"""
"Diulas pada 5 Maret 2015","Kereta api hitam menjadi penanda gedung ini. Begitu masuk, terasa nuansa mistis dimulai dengan pohon besar nya yang rimbun di kelilingi bunga kemboja berwarna warni. Indah, megah dan mistis. Melangkah kedalam kita bisa mengikuti sejarah kereta api sekaligus sejarah penjajahan Indonesia. Kita patut menghargai jasa pahlawan yang menjadikan Indonesia sehebat ini."
"Diulas pada 4 Maret 2015","Gedung Lawang Sewu sebenarnya sangat indah dan kokoh namun sayang tidak terawat dan lebih dikenal dengan kesan angker. Padahal ketika saya ke sana kesan angker tersbut tidak begitu terlihat."
"Diulas pada 27 Februari 2015","Lawang sewu merupakan salah satu icon kota semarang. Jadi wajib untuk disinggahi jika anda berkunjung ke kota lumpia ini. Letaknya sangat strategis dan mudah dijangkau. Bangunan lawang sewu menjadi saksi sejarah perjalanan bangsa indonesia di era penjajahan. Meskipun sudah cukup tua fisik bangunan masih kokoh. Lawang sewu ini terkenal dengan keangkerannya, sehingga beberapa kali tempat ini dijadikan lokasi syuting acara misteri yang ditayangkan di televisi."
"Diulas pada 27 Februari 2015","Untuk salah satu atraksi utama di Semarang, saya merekomendasikan Lawang Sewu. Gedung nya cukup mengagumkan karena size nya yang besar dan cerita nya yang penuh mistis. Yang paling menarik adalah kaca mozaic yang berwarna warni di area tengah bangunan dan sangat indah."
